Sample in Buffer,Sample in Window,TRIGGER,phy_rate[2:0],phy_phystatus_debug,debug_state[7:0],as_mac_in_detect,as_cdr_hold_req,u_phy_wrapper/u_pcie_phy/inst/Uscale_gt.us_gt_phy_wrapper/gt_wizard.gtwizard_top_i/pcie_phy_0_gt_i/inst/gen_gtwizard_gthe3_top.pcie_phy_0_gt_gtwizard_gthe3_inst/gen_gtwizard_gthe3.gen_common.gen_common_container[1].gen_enabled_common.gthe3_common_wrapper_inst/common_inst/qpll1reset_in[0:0],u_phy_wrapper/u_pcie_phy/inst/Uscale_gt.us_gt_phy_wrapper/gt_wizard.gtwizard_top_i/pcie_phy_0_gt_i/inst/gen_gtwizard_gthe3_top.pcie_phy_0_gt_gtwizard_gthe3_inst/gen_gtwizard_gthe3.gen_common.gen_common_container[1].gen_enabled_common.gthe3_common_wrapper_inst/common_inst/pcsrsvdin_in[0:0],u_phy_wrapper/u_pcie_phy/inst/Uscale_gt.us_gt_phy_wrapper/gt_wizard.gtwizard_top_i/pcie_phy_0_gt_i/inst/gen_gtwizard_gthe3_top.pcie_phy_0_gt_gtwizard_gthe3_inst/gen_gtwizard_gthe3.gen_channel_container[1].gen_enabled_channel.gthe3_channel_wrapper_inst/channel_inst/pcierateqpllreset_out[0:0],u_phy_wrapper/u_pcie_phy/inst/Uscale_gt.us_gt_phy_wrapper/gt_wizard.gtwizard_top_i/pcie_phy_0_gt_i/inst/gen_gtwizard_gthe3_top.pcie_phy_0_gt_gtwizard_gthe3_inst/gen_gtwizard_gthe3.gen_channel_container[1].gen_enabled_channel.gthe3_channel_wrapper_inst/channel_inst/gthe3_channel_gen.gen_gthe3_channel_inst[0].GTHE3_CHANNEL_PRIM_INST_n_277,u_phy_wrapper/u_pcie_phy/inst/Uscale_gt.us_gt_phy_wrapper/gt_wizard.gtwizard_top_i/pcie_phy_0_gt_i/inst/gen_gtwizard_gthe3_top.pcie_phy_0_gt_gtwizard_gthe3_inst/gen_gtwizard_gthe3.gen_channel_container[1].gen_enabled_channel.gthe3_channel_wrapper_inst/channel_inst/pcierategen3_out[0:0],u_phy_wrapper/u_pcie_phy/inst/Uscale_gt.us_gt_phy_wrapper/gt_wizard.gtwizard_top_i/pcie_phy_0_gt_i/inst/gen_gtwizard_gthe3_top.pcie_phy_0_gt_gtwizard_gthe3_inst/gen_gtwizard_gthe3.gen_channel_container[1].gen_enabled_channel.gthe3_channel_wrapper_inst/channel_inst/gthe3_channel_gen.gen_gthe3_channel_inst[0].GTHE3_CHANNEL_PRIM_INST_n_12,u_phy_wrapper/u_pcie_phy/inst/Uscale_gt.us_gt_phy_wrapper/gt_wizard.gtwizard_top_i/pcie_phy_0_gt_i/inst/gen_gtwizard_gthe3_top.pcie_phy_0_gt_gtwizard_gthe3_inst/gen_gtwizard_gthe3.gen_common.gen_common_container[1].gen_enabled_common.gthe3_common_wrapper_inst/common_inst/gthe3_common_gen.GTHE3_COMMON_PRIM_INST_n_10,u_phy_wrapper/u_pcie_phy/inst/Uscale_gt.us_gt_phy_wrapper/gt_wizard.gtwizard_top_i/pcie_phy_0_gt_i/inst/gen_gtwizard_gthe3_top.pcie_phy_0_gt_gtwizard_gthe3_inst/gen_gtwizard_gthe3.gen_common.gen_common_container[1].gen_enabled_common.gthe3_common_wrapper_inst/common_inst/gthe3_common_gen.GTHE3_COMMON_PRIM_INST_n_6,seq_state[3:0],gen3_request,tx_elec_idle,phy_ready_en,gen1_en,gen2_en,gen3_en,gen4_en,phy_phystatus_rst_debug
1616,1616,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1617,1617,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1618,1618,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1619,1619,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1620,1620,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1621,1621,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1622,1622,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1623,1623,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1624,1624,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1625,1625,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1626,1626,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1627,1627,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1628,1628,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1629,1629,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1630,1630,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1631,1631,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1632,1632,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1633,1633,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1634,1634,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1635,1635,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1636,1636,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1637,1637,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1638,1638,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1639,1639,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1640,1640,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1641,1641,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1642,1642,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1643,1643,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1644,1644,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1645,1645,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1646,1646,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1647,1647,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1648,1648,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1649,1649,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1650,1650,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1651,1651,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1652,1652,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1653,1653,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1654,1654,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1655,1655,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1656,1656,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1657,1657,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1658,1658,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1659,1659,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1660,1660,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1661,1661,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1662,1662,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1663,1663,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1664,1664,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1665,1665,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1666,1666,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1667,1667,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1668,1668,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1669,1669,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1670,1670,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1671,1671,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1672,1672,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1673,1673,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1674,1674,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1675,1675,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1676,1676,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1677,1677,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1678,1678,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1679,1679,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1680,1680,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1681,1681,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1682,1682,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1683,1683,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1684,1684,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1685,1685,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1686,1686,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1687,1687,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1688,1688,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1689,1689,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1690,1690,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1691,1691,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1692,1692,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1693,1693,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1694,1694,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1695,1695,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1696,1696,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1697,1697,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1698,1698,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1699,1699,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1700,1700,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1701,1701,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1702,1702,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1703,1703,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1704,1704,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1705,1705,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1706,1706,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1707,1707,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1708,1708,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1709,1709,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1710,1710,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1711,1711,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1712,1712,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1713,1713,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1714,1714,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1715,1715,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1716,1716,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1717,1717,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1718,1718,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1719,1719,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1720,1720,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1721,1721,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1722,1722,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1723,1723,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1724,1724,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1725,1725,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1726,1726,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1727,1727,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1728,1728,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1729,1729,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1730,1730,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1731,1731,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1732,1732,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1733,1733,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1734,1734,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1735,1735,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1736,1736,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1737,1737,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1738,1738,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1739,1739,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1740,1740,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1741,1741,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1742,1742,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1743,1743,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1744,1744,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1745,1745,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1746,1746,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1747,1747,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1748,1748,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1749,1749,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1750,1750,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1751,1751,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1752,1752,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1753,1753,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1754,1754,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1755,1755,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1756,1756,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1757,1757,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1758,1758,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1759,1759,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1760,1760,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1761,1761,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1762,1762,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1763,1763,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1764,1764,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1765,1765,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1766,1766,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1767,1767,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1768,1768,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1769,1769,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1770,1770,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1771,1771,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1772,1772,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1773,1773,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1774,1774,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1775,1775,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1776,1776,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1777,1777,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1778,1778,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1779,1779,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1780,1780,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1781,1781,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1782,1782,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1783,1783,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1784,1784,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1785,1785,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1786,1786,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1787,1787,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1788,1788,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1789,1789,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1790,1790,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1791,1791,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1792,1792,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1793,1793,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1794,1794,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1795,1795,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1796,1796,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1797,1797,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1798,1798,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1799,1799,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1800,1800,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1801,1801,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1802,1802,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1803,1803,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1804,1804,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1805,1805,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1806,1806,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1807,1807,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1808,1808,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1809,1809,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1810,1810,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1811,1811,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1812,1812,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1813,1813,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1814,1814,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1815,1815,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1816,1816,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1817,1817,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1818,1818,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1819,1819,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1820,1820,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1821,1821,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1822,1822,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1823,1823,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1824,1824,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1825,1825,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1826,1826,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1827,1827,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1828,1828,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
1829,1829,0,0,0,02,0,0,0,1,0,0,0,0,1,1,"S_DONE",0,1,1,0,0,0,0,0
